"Id","ListingCreationYear","Occupation","mean_loanOriginalAmount","median_loanOriginalAmount","sum_loanOriginalAmount","mean_amountDelinquent","median_amountDelinquent","sum_amountDelinquent","mean_investors","median_investors","sum_investors","mean_prosperScore","median_prosperScore","sum_prosperScore","mean_estimatedLoss","median_estimatedLoss","sum_estimatedLoss","mean_estimatedReturn","median_estimatedReturn","sum_estimatedReturn","mean_statedMonthlyIncome","median_statedMonthlyIncome","sum_statedMonthlyIncome","mean_creditScoreRangeLower","median_creditScoreRangeLower","sum_creditScoreRangeLower","mean_monthlyLoanPayment","median_monthlyLoanPayment","sum_monthlyLoanPayment","mean_borrowerAPR","median_borrowerAPR","sum_borrowerAPR","mean_borrowerRate","median_borrowerRate","sum_borrowerRate","mean_debtToIncomeRatio","median_debtToIncomeRatio","sum_debtToIncomeRatio","mean_term","median_term","sum_term","count"
"173",2008,"Professional",6537.55957767722,5000,8668804,1004.41930618401,0,1331860,150.742081447964,108.5,199884,NA,NA,NA,NA,NA,NA,NA,NA,NA,6041.88423830543,5000,8011538.499993,669.411764705882,660,887640,227.746945701357,163.305,301992.45,0.206410090497738,0.18454,273.69978,0.18877730015083,0.17,250.3187,NA,NA,NA,36,36,47736,1326
"174",2008,"Professor",6502.9,5000,325145,183.34,0,9167,146.52,116,7326,NA,NA,NA,NA,NA,NA,NA,NA,NA,5312.16500004,5000,265608.250002,686.4,680,34320,226.0288,162.455,11301.44,0.1864568,0.17018,9.32284,0.169996,0.15,8.4998,NA,NA,NA,36,36,1800,50
"175",2008,"Psychologist",9807.69230769231,5000,127500,6.92307692307692,0,90,154.846153846154,105,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,5500.39102569231,5208.333333,71505.083334,696.923076923077,700,9060,354.060769230769,167.99,4602.79,0.179911538461538,0.16436,2.33885,0.162723076923077,0.143,2.1154,NA,NA,NA,36,36,468,13
"176",2008,"Realtor",8245.41052631579,6899,783314,1428.86315789474,0,135742,166.957894736842,124,15861,NA,NA,NA,NA,NA,NA,NA,NA,NA,4720.86315789474,3416.666667,448482,692,700,65740,292.264736842105,227.53,27765.15,0.202105473684211,0.17415,19.20002,0.185935789473684,0.1625,17.6639,NA,NA,NA,36,36,3420,95
"177",2008,"Religious",6176.52941176471,5000,105001,615.764705882353,0,10468,141.882352941176,98,2412,NA,NA,NA,NA,NA,NA,NA,NA,NA,3536.22549017647,3671,60115.833333,678.823529411765,680,11540,222.598823529412,171.62,3784.18,0.184448823529412,0.17697,3.13563,0.168352941176471,0.1599,2.862,NA,NA,NA,36,36,612,17
"178",2008,"Retail Management",5589.0703125,3600,1430802,643.7265625,0,164794,121.24609375,83.5,31039,NA,NA,NA,NA,NA,NA,NA,NA,NA,3992.36588541016,3494.0833335,1022045.666665,645.703125,640,165300,196.416875,135.71,50282.72,0.2207120703125,0.19462,56.50229,0.20138515625,0.17955,51.5546,NA,NA,NA,36,36,9216,256
"179",2008,"Sales - Commission",6169.43147208122,5000,2430756,NA,NA,NA,134.383248730964,92,52947,NA,NA,NA,NA,NA,NA,NA,NA,NA,5605.29187817513,4583.333333,2208485.000001,662.233502538071,660,260920,218.46114213198,166.46,86073.69,0.215018578680203,0.1935,84.71732,0.19710076142132,0.17825,77.6577,NA,NA,NA,36,36,14184,394
"180",2008,"Sales - Retail",4647.81502890173,3500,1608144,538.684971098266,0,186385,106.505780346821,79,36851,NA,NA,NA,NA,NA,NA,NA,NA,NA,2606.77263967919,2271.6666665,901943.333329,647.225433526012,640,223940,163.85176300578,124.05,56692.71,0.216121849710983,0.19196,74.77816,0.197041329479769,0.1745,68.1763,NA,NA,NA,36,36,12456,346
"181",2008,"Scientist",5738.65714285714,5000,200853,326.028571428571,0,11411,135.485714285714,133,4742,NA,NA,NA,NA,NA,NA,NA,NA,NA,4396.90238091429,3800,153891.583332,688,700,24080,195.616857142857,138.95,6846.59,0.174621714285714,0.15783,6.11176,0.159414285714286,0.143,5.5795,NA,NA,NA,36,36,1260,35
"182",2008,"Skilled Labor",4620.50561797753,3000,1233675,NA,NA,NA,111.10861423221,80,29666,NA,NA,NA,NA,NA,NA,NA,NA,NA,3533.01622973783,3333.333333,943315.33334,652.284644194757,640,174160,163.570299625468,120.2,43673.27,0.214812546816479,0.18454,57.35495,0.196005243445693,0.1695,52.3334,NA,NA,NA,36,36,9612,267
"183",2008,"Social Worker",5292.02409638554,3500,439238,1133.84337349398,0,94109,116.168674698795,86,9642,NA,NA,NA,NA,NA,NA,NA,NA,NA,3597.94176710843,3333.333333,298629.16667,655.66265060241,660,54420,190.236265060241,127.88,15789.61,0.212195542168675,0.18443,17.61223,0.193281927710843,0.1699,16.0424,NA,NA,NA,36,36,2988,83
"184",2008,"Student - College Freshman",2503.33333333333,2100,37550,73.8,0,1107,44.1333333333333,43,662,NA,NA,NA,NA,NA,NA,NA,NA,NA,972.711111133333,750,14590.666667,622.666666666667,620,9340,97.16,93.04,1457.4,0.246772666666667,0.24295,3.70159,0.225466666666667,0.2279,3.382,NA,NA,NA,36,36,540,15
"185",2008,"Student - College Graduate Student",4516.6875,3500.5,216801,311.1875,0,14937,114.229166666667,93.5,5483,NA,NA,NA,NA,NA,NA,NA,NA,NA,1713.458333375,1896.9166665,82246.000002,671.666666666667,680,32240,160.717916666667,123.865,7714.46,0.185878541666667,0.15629,8.92217,0.168477083333333,0.142,8.0869,NA,NA,NA,36,36,1728,48
"186",2008,"Student - College Junior",2877.16666666667,2000,86315,2.7,0,81,59.0666666666667,37.5,1772,NA,NA,NA,NA,NA,NA,NA,NA,NA,920.291666666667,708.3333335,27608.75,641.333333333333,650,19240,94.6933333333333,67.965,2840.8,0.221963333333333,0.197855,6.6589,0.203116666666667,0.1795,6.0935,NA,NA,NA,36,36,1080,30
"187",2008,"Student - College Senior",3412.8085106383,3000,160402,28.0212765957447,0,1317,84.9787234042553,76,3994,NA,NA,NA,NA,NA,NA,NA,NA,NA,1113.9503546383,1000,52355.666668,654.893617021277,640,30780,113.147446808511,95.68,5317.93,0.178416595744681,0.17018,8.38558,0.159510638297872,0.15,7.497,NA,NA,NA,36,36,1692,47
"188",2008,"Student - College Sophomore",3347.82608695652,1500,77000,225.782608695652,0,5193,78.2608695652174,48,1800,NA,NA,NA,NA,NA,NA,NA,NA,NA,887.246376869565,709.166667,20406.666668,635.652173913043,640,14620,116.910869565217,50.71,2688.95,0.217850869565217,0.19715,5.01057,0.194565217391304,0.1825,4.475,NA,NA,NA,36,36,828,23
"189",2008,"Student - Community College",5700,4000,28500,0,0,0,123,94,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,1704.0833334,1080,8520.416667,664,680,3320,204.894,161.47,1024.47,0.208966,0.22034,1.04483,0.19114,0.198,0.9557,0.324,0.35,1.62,36,36,180,5
"190",2008,"Student - Technical School",4300,5000,21500,25,0,125,92,113,460,NA,NA,NA,NA,NA,NA,NA,NA,NA,1516.6666666,1416.666667,7583.333333,640,680,3200,155.656,170.77,778.28,0.204228,0.16309,1.02114,0.1864,0.1415,0.932,NA,NA,NA,36,36,180,5
"191",2008,"Teacher",5404.71153846154,4000,2248360,1175.95913461538,0,489199,127.65625,92.5,53105,NA,NA,NA,NA,NA,NA,NA,NA,NA,4013.23838140865,3989.2916665,1669507.166666,668.701923076923,660,278180,183.713533653846,138.67,76424.83,0.203019903846154,0.17712,84.45628,0.185316826923077,0.16,77.0918,NA,NA,NA,36,36,14976,416
"192",2008,"Teacher's Aide",4055.16129032258,2750,125710,817.193548387097,0,25333,78.5161290322581,46,2434,NA,NA,NA,NA,NA,NA,NA,NA,NA,1502.31451616129,1516.666667,46571.750001,637.41935483871,620,19760,142.197419354839,90.47,4408.12,0.236670322580645,0.22237,7.33678,0.216196774193548,0.2,6.7021,NA,NA,NA,36,36,1116,31
"193",2008,"Tradesman - Carpenter",5423.4375,5250,86775,1272.75,0,20364,129.25,107,2068,NA,NA,NA,NA,NA,NA,NA,NA,NA,3459.921875,3662.5,55358.75,687.5,700,11000,198.333125,189.78,3173.33,0.19001,0.162755,3.04016,0.17303125,0.152,2.7685,NA,NA,NA,36,36,576,16
"194",2008,"Tradesman - Electrician",7507.525,6000,300301,612.65,0,24506,179.275,118.5,7171,NA,NA,NA,NA,NA,NA,NA,NA,NA,4792.672916675,4452.125,191706.916667,676,690,27040,257.69,212.51,10307.6,0.1887575,0.180315,7.5503,0.1724975,0.1585,6.8999,NA,NA,NA,36,36,1440,40
"195",2008,"Tradesman - Mechanic",5775.87671232877,3500,421639,1168.06849315068,0,85269,129.095890410959,84,9424,NA,NA,NA,NA,NA,NA,NA,NA,NA,4273.78881276712,4250,311986.583332,653.972602739726,660,47740,206.531232876712,130.07,15076.78,0.209600273972603,0.18575,15.30082,0.190738356164384,0.17,13.9239,NA,NA,NA,36,36,2628,73
"196",2008,"Tradesman - Plumber",3250,2500,45500,160.071428571429,0,2241,80.2857142857143,67,1124,NA,NA,NA,NA,NA,NA,NA,NA,NA,4275.54166664286,3748.7916665,59857.583333,650,660,9100,100.247857142857,84.745,1403.47,0.207688571428571,0.197675,2.90764,0.188335714285714,0.1825,2.6367,NA,NA,NA,36,36,504,14
"197",2008,"Truck Driver",4925.48175182482,4000,674791,1128.82481751825,0,154649,119.722627737226,89,16402,NA,NA,NA,NA,NA,NA,NA,NA,NA,4178.54501213869,3750,572460.666663,655.620437956204,660,89820,170.584890510949,128.13,23370.13,0.206400656934307,0.18183,28.27689,0.187263503649635,0.16,25.6551,NA,NA,NA,36,36,4932,137
"198",2008,"Waiter/Waitress",4297.15942028986,3000,296504,1199.63768115942,0,82775,100.289855072464,79,6920,NA,NA,NA,NA,NA,NA,NA,NA,NA,2102.01570049275,1825,145039.083334,644.057971014493,640,44440,153.191884057971,114.4,10570.24,0.208576811594203,0.18183,14.3918,0.188849275362319,0.16,13.0306,NA,NA,NA,36,36,2484,69
"199",2009,"Accountant/CPA",5083.11881188119,3500,513395,413.217821782178,0,41735,164.633663366337,104,16628,NA,NA,NA,NA,NA,NA,NA,NA,NA,5581.84488449505,4980.75,563766.333334,713.663366336634,720,72080,179.362277227723,139.16,18115.59,0.212188811881188,0.20504,21.43107,0.190250495049505,0.18,19.2153,NA,NA,NA,36,36,3636,101
"200",2009,"Administrative Assistant",3372.79411764706,2000,229350,761.926470588235,0,51811,115.426470588235,61.5,7849,7.55882352941176,8,514,0.0893529411764706,0.0725,6.076,0.10605,0.11515,7.2114,3729.49387257353,3587.5,253605.583335,692.352941176471,680,47080,125.03,67.85,8502.04,0.235748088235294,0.229145,16.03087,0.212577941176471,0.2055,14.4553,NA,NA,NA,36,36,2448,68
"201",2009,"Analyst",5827,5000,506949,181.206896551724,0,15765,192.471264367816,148,16745,NA,NA,NA,NA,NA,NA,NA,NA,NA,5564.22988509195,5247.916667,484088.000003,708.505747126437,720,61640,209.611494252874,173.33,18236.2,0.208423333333333,0.21517,18.13283,0.18595632183908,0.1929,16.1782,NA,NA,NA,36,36,3132,87
"202",2009,"Architect",5162.6,4000,25813,463.6,0,2318,171.2,178,856,7.6,9,38,0.0902,0.065,0.451,0.0852,0.0827,0.426,6323.5166668,4700.916667,31617.583334,692,680,3460,183.514,148.86,917.57,0.213308,0.22338,1.06654,0.19104,0.201,0.9552,0.16,0.17,0.8,36,36,180,5
"203",2009,"Attorney",6675,5000,133500,0,0,0,214.95,134,4299,8.45,8.5,169,0.05115,0.0355,1.023,0.097515,0.0793,1.9503,8400.00000005,7900,168000.000001,738,740,14760,222.558,165.525,4451.16,0.180915,0.15322,3.6183,0.16175,0.1395,3.235,NA,NA,NA,36,36,720,20
"204",2009,"Biologist",3116.66666666667,3500,9350,0,0,0,135.666666666667,130,407,8.33333333333333,8,25,0.0686666666666667,0.1,0.206,0.0963333333333333,0.1113,0.289,3593.222222,3077,10779.666666,680,680,2040,117.713333333333,134.85,353.14,0.204296666666667,0.24923,0.61289,0.1785,0.2265,0.5355,0.283333333333333,0.25,0.85,36,36,108,3
"205",2009,"Bus Driver",3900,3000,19500,0,0,0,107.8,66,539,6.6,7,33,0.086,0.1,0.43,0.12948,0.1394,0.6474,4466.6666668,5000,22333.333334,724,760,3620,142.338,135.62,711.69,0.26113,0.31053,1.30565,0.2325,0.275,1.1625,0.216,0.23,1.08,36,36,180,5
"206",2009,"Car Dealer",3316.66666666667,2150,9950,0,0,0,110,62,330,9,9,27,0.0423333333333333,0.021,0.127,0.107733333333333,0.1234,0.3232,10611.111111,8333.333333,31833.333333,693.333333333333,700,2080,123.473333333333,75.06,370.42,0.184843333333333,0.17677,0.55453,0.162166666666667,0.155,0.4865,NA,NA,NA,36,36,108,3
"207",2009,"Chemist",6000,3500,24000,5212.75,0,20851,198.75,110.5,795,6.25,6.5,25,0.1015,0.075,0.406,0.10015,0.1005,0.4006,6583.33333325,6041.6666665,26333.333333,715,710,2860,215.335,110.26,861.34,0.2458575,0.263765,0.98343,0.219325,0.23315,0.8773,0.195,0.165,0.78,36,36,144,4
"208",2009,"Civil Service",3517.85714285714,2450,98500,522.678571428571,0,14635,101.321428571429,58,2837,NA,NA,NA,NA,NA,NA,NA,NA,NA,4648.75297621429,4166.666667,130165.083334,675.714285714286,660,18920,122.816785714286,86.005,3438.87,0.252958928571429,0.244695,7.08285,0.227542857142857,0.2203,6.3712,NA,NA,NA,36,36,1008,28
"209",2009,"Clergy",7400,5000,37000,0,0,0,170.4,67,852,5.6,7,28,0.1286,0.1,0.643,0.085,0.0899,0.425,4058.1833336,3750,20290.916668,716,700,3580,271.278,180.94,1356.39,0.25458,0.31308,1.2729,0.23284,0.2775,1.1642,0.254,0.28,1.27,36,36,180,5
"210",2009,"Clerical",2435.09433962264,1750,129060,956.207547169811,0,50679,83.9433962264151,52,4449,NA,NA,NA,NA,NA,NA,NA,NA,NA,3034.59276733962,2833.333333,160833.416669,677.358490566038,680,35900,90.0894339622642,73.76,4774.74,0.249591698113208,0.25831,13.22836,0.221809433962264,0.22,11.7559,NA,NA,NA,36,36,1908,53
"211",2009,"Computer Programmer",4815.00724637681,3500,664471,166.442028985507,0,22969,162.876811594203,107.5,22477,NA,NA,NA,NA,NA,NA,NA,NA,NA,6247.38043481159,6020.8333335,862138.500004,716.95652173913,720,98940,169.314565217391,124.47,23365.41,0.193595507246377,0.170635,26.71618,0.171932608695652,0.14235,23.7267,NA,NA,NA,36,36,4968,138
"212",2009,"Construction",4935.58333333333,3550,118454,402.208333333333,0,9653,188.833333333333,132,4532,7.625,9,183,0.08175,0.065,1.962,0.0895083333333333,0.08835,2.1482,4763.11805558333,4916.6666665,114314.833334,710,700,17040,175.460416666667,148.2,4211.05,0.208992083333333,0.181935,5.01581,0.186504166666667,0.1601,4.4761,NA,NA,NA,36,36,864,24
"213",2009,"Doctor",4520,3000,45200,5.7,0,57,132.8,105,1328,8.2,8.5,82,0.0605,0.043,0.605,0.08914,0.07545,0.8914,11689.7499999,8958.333333,116897.499999,698,700,6980,164.379,107.15,1643.79,0.185801,0.170985,1.85801,0.1628,0.145,1.628,NA,NA,NA,36,36,360,10
"214",2009,"Engineer - Chemical",3208.33333333333,2250,19250,2419.16666666667,0,14515,124,97.5,744,8.33333333333333,9,50,0.0516666666666667,0.021,0.31,0.101866666666667,0.09375,0.6112,7875,7625,47250,740,730,4440,108.005,74.025,648.03,0.185275,0.143345,1.11165,0.16725,0.122,1.0035,0.166666666666667,0.135,1,36,36,216,6
"215",2009,"Engineer - Electrical",4866,4500,121650,1597.56,0,39939,196.28,146,4907,NA,NA,NA,NA,NA,NA,NA,NA,NA,6592.27666672,5833.333333,164806.916668,718.4,700,17960,170.0932,139.36,4252.33,0.1906012,0.1717,4.76503,0.169624,0.15,4.2406,0.1912,0.17,4.78,36,36,900,25
"216",2009,"Engineer - Mechanical",4394.5945945946,3000,162600,48.7837837837838,0,1805,176.864864864865,107,6544,7.89189189189189,8,292,0.0654054054054054,0.065,2.42,0.0902189189189189,0.0799,3.3381,5271.33558559459,5200,195039.416667,720,700,26640,148.983243243243,114.59,5512.38,0.190046486486486,0.1816,7.03172,0.169648648648649,0.15,6.277,NA,NA,NA,36,36,1332,37
"217",2009,"Executive",6410.4,5000,512832,225.25,0,18020,212.6375,142.5,17011,8.15,9,652,0.058475,0.056,4.678,0.108235,0.0981,8.6588,9557.5520832875,8241.6666665,764604.166663,721,720,57680,228.041875,179.75,18243.35,0.201941375,0.18639,16.15531,0.18089375,0.16,14.4715,NA,NA,NA,36,36,2880,80
"218",2009,"Fireman",6814.28571428571,4000,95400,1009.21428571429,0,14129,178,61.5,2492,7.21428571428571,8,101,0.0810357142857143,0.065,1.1345,0.103657142857143,0.098,1.4512,6095.54166657143,6250,85337.583332,720,690,10080,239.48,180.945,3352.72,0.223737142857143,0.2183,3.13232,0.20145,0.1809,2.8203,NA,NA,NA,36,36,504,14
"219",2009,"Flight Attendant",4000,4000,8000,5245,5245,10490,37.5,37.5,75,6,6,12,0.1575,0.1575,0.315,0.12205,0.12205,0.2441,4895.8333335,4895.8333335,9791.666667,650,650,1300,158.82,158.82,317.64,0.32633,0.32633,0.65266,0.3025,0.3025,0.605,0.35,0.35,0.7,36,36,72,2
"220",2009,"Food Service",2597.72727272727,1500,57150,1302.81818181818,0,28662,71.2272727272727,51,1567,NA,NA,NA,NA,NA,NA,NA,NA,NA,2595.88636345455,2250,57109.499996,674.545454545455,660,14840,94.1463636363636,57.535,2071.22,0.235940454545455,0.240345,5.19069,0.208440909090909,0.20295,4.5857,NA,NA,NA,36,36,792,22
"221",2009,"Food Service Management",3316,3000,82900,463.4,0,11585,114.24,61,2856,NA,NA,NA,NA,NA,NA,NA,NA,NA,3685.95333328,3500,92148.833332,689.6,660,17240,122.2828,108.46,3057.07,0.2348488,0.22238,5.87122,0.21028,0.1975,5.257,NA,NA,NA,36,36,900,25
"222",2009,"Homemaker",1000,1000,1000,0,0,0,14,14,14,9,9,9,0.147,0.147,0.147,0.1773,0.1773,0.1773,2250,2250,2250,620,620,620,45.24,45.24,45.24,0.39153,0.39153,0.39153,0.35,0.35,0.35,0.44,0.44,0.44,36,36,36,1
"223",2009,"Investor",1622.22222222222,1000,14600,6917.66666666667,0,62259,66.3333333333333,58,597,8.66666666666667,8,78,0.0458888888888889,0.05,0.413,0.0989444444444444,0.0876,0.8905,6643.51851866667,7500,59791.666668,731.111111111111,740,6580,55.5922222222222,37.39,500.33,0.178851111111111,0.1717,1.60966,0.157555555555556,0.15,1.418,NA,NA,NA,36,36,324,9
"224",2009,"Judge",6000,6000,6000,0,0,0,206,206,206,9,9,9,0.021,0.021,0.021,0.0727,0.0727,0.0727,8833.333333,8833.333333,8833.333333,740,740,740,194.73,194.73,194.73,0.12511,0.12511,0.12511,0.104,0.104,0.104,0.26,0.26,0.26,36,36,36,1
"225",2009,"Laborer",4010.34482758621,2300,116300,55.6896551724138,0,1615,127.275862068966,79,3691,7.55172413793103,8,219,0.0871034482758621,0.1,2.526,0.11911724137931,0.1328,3.4544,3376.35057475862,2666.666667,97914.166668,680.689655172414,660,19740,144.771379310345,81.08,4198.37,0.24945,0.24011,7.23405,0.222748275862069,0.21,6.4597,NA,NA,NA,36,36,1044,29
"226",2009,"Medical Technician",6029.54545454545,4750,132650,14.8636363636364,0,327,204.772727272727,134.5,4505,7.13636363636364,7,157,0.0729090909090909,0.0675,1.604,0.106354545454545,0.1028,2.3398,4321.89772736364,4625,95081.750002,730,740,16060,218.421818181818,160.07,4805.28,0.215219090909091,0.230575,4.73482,0.194336363636364,0.2005,4.2754,0.22,0.23,4.84,36,36,792,22
"227",2009,"Military Enlisted",3018.14285714286,2215,105635,52.0571428571429,0,1822,88.8,54,3108,NA,NA,NA,NA,NA,NA,NA,NA,NA,4023.95714288571,4166.666667,140838.500001,676.571428571429,660,23680,111.725142857143,90.47,3910.38,0.257448857142857,0.25724,9.01071,0.230837142857143,0.2344,8.0793,NA,NA,NA,36,36,1260,35
"228",2009,"Military Officer",3590.90909090909,2500,39500,0,0,0,104.272727272727,96,1147,8.45454545454546,8,93,0.055,0.05,0.605,0.0979454545454545,0.0958,1.0774,6660.54545445455,7583.333333,73265.999999,712.727272727273,700,7840,126.131818181818,99.62,1387.45,0.18772,0.2021,2.06492,0.165790909090909,0.18,1.8237,NA,NA,NA,36,36,396,11
"229",2009,"Nurse's Aide",2580,1500,12900,0,0,0,99.6,47,498,7,8,35,0.1032,0.08,0.516,0.06622,0.0938,0.3311,2357.0333332,2250,11785.166666,692,700,3460,95.88,56.4,479.4,0.210758,0.22761,1.05379,0.18418,0.19,0.9209,0.382,0.31,1.91,36,36,180,5
"230",2009,"Nurse (LPN)",3683.33333333333,2650,22100,0,0,0,122.333333333333,87,734,8,8.5,48,0.0521666666666667,0.043,0.313,0.0941,0.09195,0.5646,3116.66666666667,3641.6666665,18700,740,730,4440,129.675,100.98,778.05,0.187391666666667,0.17031,1.12435,0.160733333333333,0.14725,0.9644,NA,NA,NA,36,36,216,6
"231",2009,"Nurse (RN)",6011.53846153846,5000,234450,4.92307692307692,0,192,188.74358974359,162,7361,NA,NA,NA,NA,NA,NA,NA,NA,NA,6332.79700848718,6000,246979.083331,715.897435897436,720,27920,209.250512820513,200.23,8160.77,0.210846153846154,0.2021,8.223,0.188469230769231,0.18,7.3503,NA,NA,NA,36,36,1404,39
"232",2009,"Other",3754.31568627451,2500,1914701,206.496078431373,0,105313,124.927450980392,87.5,63713,NA,NA,NA,NA,NA,NA,NA,NA,NA,4095.68741828627,3666.666667,2088800.583326,703.56862745098,700,358820,134.408254901961,95.13,68548.21,0.216738490196078,0.21225,110.53663,0.193287843137255,0.185,98.5768,NA,NA,NA,36,36,18360,510
"233",2009,"Pharmacist",15000,10000,45000,0,0,0,467,402,1401,7.66666666666667,8,23,0.019,0.021,0.057,0.1101,0.0899,0.3303,11277.777778,11666.666667,33833.333334,800,780,2400,499.926666666667,371.64,1499.78,0.155153333333333,0.12461,0.46546,0.1395,0.115,0.4185,0.226666666666667,0.24,0.68,36,36,108,3
"234",2009,"Pilot - Private/Commercial",2780,2000,13900,0,0,0,88.6,75,443,9,9,45,0.0414,0.05,0.207,0.093,0.0837,0.465,9483.3333336,9166.666667,47416.666668,720,740,3600,96.828,70.78,484.14,0.165802,0.1861,0.82901,0.14672,0.16,0.7336,0.216,0.2,1.08,36,36,180,5
"235",2009,"Police Officer/Correction Officer",3955.21875,3000,126567,339.0625,0,10850,107.5625,70.5,3442,NA,NA,NA,NA,NA,NA,NA,NA,NA,5469.27604171875,5339.125,175016.833335,682.5,680,21840,135.4975,99.39,4335.92,0.2515590625,0.269765,8.04989,0.226953125,0.24675,7.2625,0.220625,0.2,7.06,36,36,1152,32
"236",2009,"Postal Service",2708.33333333333,2900,32500,1331,0,15972,100.666666666667,89.5,1208,7.66666666666667,9,92,0.09075,0.065,1.089,0.103533333333333,0.08155,1.2424,4927.263889,4458.3333335,59127.166668,681.666666666667,660,8180,101.344166666667,105.395,1216.13,0.23583,0.214665,2.82996,0.211408333333333,0.185,2.5369,NA,NA,NA,36,36,432,12
"237",2009,"Principal",4287.5,2500,34300,39.75,0,318,144,85.5,1152,7.25,7.5,58,0.07975,0.0605,0.638,0.09125,0.0763,0.73,6752.4375,6916.6666665,54019.5,730,720,5840,156.99,89.1,1255.92,0.20570625,0.200385,1.64565,0.1875,0.177,1.5,0.2825,0.295,2.26,36,36,288,8
"238",2009,"Professional",5150.2540192926,3750,1601729,269.1961414791,0,83720,173.646302250804,110,54004,NA,NA,NA,NA,NA,NA,NA,NA,NA,6328.84941051447,5708.333333,1968272.16667,710.032154340836,700,220820,181.943504823151,130.07,56584.43,0.212576655948553,0.2021,66.11134,0.190734405144695,0.18,59.3184,NA,NA,NA,36,36,11196,311
"239",2009,"Professor",6045.45454545455,3000,66500,0,0,0,210.818181818182,93,2319,8.54545454545454,9,94,0.0395454545454546,0.021,0.435,0.0868818181818182,0.0773,0.9557,5024.68939390909,5000,55271.583333,732.727272727273,720,8060,207.518181818182,100.87,2282.7,0.158278181818182,0.1484,1.74106,0.138318181818182,0.127,1.5215,NA,NA,NA,36,36,396,11
"240",2009,"Psychologist",4500,4500,9000,0,0,0,165.5,165.5,331,6.5,6.5,13,0.12,0.12,0.24,0.1408,0.1408,0.2816,4208.3333335,4208.3333335,8416.666667,690,690,1380,184.98,184.98,369.96,0.304,0.304,0.608,0.2805,0.2805,0.561,0.27,0.27,0.54,36,36,72,2
"241",2009,"Realtor",2425,1875,19400,39.25,0,314,114.625,62,917,8.125,9,65,0.073375,0.065,0.587,0.1054,0.0969,0.8432,5859.375000125,5208.3333335,46875.000001,705,690,5640,89.31875,72.78,714.55,0.2176375,0.213955,1.7411,0.1941125,0.1917,1.5529,NA,NA,NA,36,36,288,8
"242",2009,"Religious",1250,1250,5000,1146,0,4584,34,33,136,8.5,9,34,0.058,0.043,0.232,0.095825,0.0735,0.3833,4083.33333325,3416.6666665,16333.333333,720,740,2880,45.3725,41.425,181.49,0.1945425,0.162725,0.77817,0.16875,0.1285,0.675,NA,NA,NA,36,36,144,4
"243",2009,"Retail Management",4024.75,2500,160990,33.5,0,1340,128.1,83.5,5124,7.65,8,306,0.0881,0.08,3.524,0.11651,0.1232,4.6604,4828.0041667,4375,193120.166668,678.5,660,27140,153.18025,85.11,6127.21,0.2456415,0.24541,9.82566,0.221235,0.219,8.8494,NA,NA,NA,36,36,1440,40
"244",2009,"Sales - Commission",3825.18867924528,3000,202735,875.22641509434,0,46387,127.301886792453,90,6747,8.05660377358491,9,427,0.0678584905660377,0.065,3.5965,0.10742641509434,0.1069,5.6936,5920.22012577359,5200,313771.666666,704.528301886792,700,37340,136.098113207547,113.09,7213.2,0.213669245283019,0.21223,11.32447,0.19027358490566,0.19,10.0845,NA,NA,NA,36,36,1908,53
"245",2009,"Sales - Retail",3530.6,3000,176530,2071.4,0,103570,111.14,90.5,5557,NA,NA,NA,NA,NA,NA,NA,NA,NA,2922.40333334,2770.833333,146120.166667,684.8,680,34240,132.337,103.355,6616.85,0.2480228,0.253005,12.40114,0.22298,0.2285,11.149,NA,NA,NA,36,36,1800,50
"246",2009,"Scientist",7033.33333333333,7000,63300,0,0,0,260.888888888889,274,2348,NA,NA,NA,NA,NA,NA,NA,NA,NA,5956.30555566667,5416.666667,53606.750001,737.777777777778,740,6640,241.568888888889,220.49,2174.12,0.158448888888889,0.13453,1.42604,0.137133333333333,0.1133,1.2342,NA,NA,NA,36,36,324,9
"247",2009,"Skilled Labor",4661.68085106383,3100,219099,1498.51063829787,0,70430,162.595744680851,99,7642,NA,NA,NA,NA,NA,NA,NA,NA,NA,3352.7021276383,3095.833333,157576.999999,718.297872340426,720,33760,163.798510638298,113.43,7698.53,0.209398936170213,0.1862,9.84175,0.186653191489362,0.15,8.7727,NA,NA,NA,36,36,1692,47
"248",2009,"Social Worker",5990,3550,59900,0,0,0,222.7,106.5,2227,8.4,8.5,84,0.047,0.056,0.47,0.10703,0.0855,1.0703,3346.2750001,3018.875,33462.750001,710,710,7100,211.532,114.875,2115.32,0.190238,0.17895,1.90238,0.16685,0.14975,1.6685,0.222,0.215,2.22,36,36,360,10
"249",2009,"Student - College Freshman",1775,1850,7100,47.25,0,189,25.5,23,102,7.75,8.5,31,0.0865,0.0725,0.346,0.0804,0.0913,0.3216,2291.66666675,2500,9166.666667,670,670,2680,65.27,64.345,261.08,0.2063375,0.17703,0.82535,0.183125,0.15525,0.7325,NA,NA,NA,36,36,144,4
